SerialNo,PurchaseId,ProductId,Quantity,Bonus,Price,DiscRatio1,DiscRatio2,STValue,STRatio,TTLValue,TTLSalestax,IsDeleted
295,106,01002,25.000,0.000,200.0000,0.00,0.00,0.00,0.00,5000.00,0.00,False
296,106,01073,25.000,0.000,330.0000,0.00,0.00,0.00,0.00,8250.00,0.00,False
299,107,01018,25.000,0.000,560.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False
298,107,01022,1.000,0.000,4000.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False
297,107,01034,75.000,0.000,560.0000,0.00,0.00,0.00,0.00,42000.00,0.00,False
305,108,00374,15.000,0.000,75.0000,0.00,0.00,0.00,0.00,1125.00,0.00,False
301,108,02058,6.000,0.000,140.0000,0.00,0.00,0.00,0.00,840.00,0.00,False
303,108,02291,64.000,0.000,40.0000,0.00,0.00,0.00,0.00,2560.00,0.00,False
302,108,02329,25.000,0.000,240.0000,0.00,0.00,0.00,0.00,6000.00,0.00,False
304,108,02330,80.000,0.000,80.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
300,108,02420,10.000,0.000,140.0000,0.00,0.00,0.00,0.00,1400.00,0.00,False
306,108,02438,6.000,0.000,140.0000,0.00,0.00,0.00,0.00,840.00,0.00,False
307,109,01019,3.000,0.000,5000.0000,0.00,0.00,0.00,0.00,15000.00,0.00,False
309,109,01047,150.000,0.000,68.0000,0.00,0.00,0.00,0.00,10200.00,0.00,False
308,109,01075,3.000,0.000,4500.0000,0.00,0.00,0.00,0.00,13500.00,0.00,False
310,110,01002,25.000,0.000,280.0000,0.00,0.00,0.00,0.00,7000.00,0.00,False
312,110,01187,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
311,110,01201,15.000,0.000,750.0000,0.00,0.00,0.00,0.00,11250.00,0.00,False
313,111,02054,27.000,0.000,200.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
314,112,02014,510.000,0.000,440.0000,0.00,0.00,0.00,0.00,224400.00,0.00,False
317,113,02160,386.000,0.000,40.0000,0.00,0.00,0.00,0.00,15440.00,0.00,False
316,113,02245,365.000,0.000,40.0000,0.00,0.00,0.00,0.00,14600.00,0.00,False
315,113,02258,20.000,0.000,140.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
318,114,01019,1.000,0.000,5500.0000,0.00,0.00,0.00,0.00,5500.00,0.00,False
321,114,01028,60.000,0.000,1650.0000,0.00,0.00,0.00,0.00,99000.00,0.00,False
322,114,01050,25.000,0.000,3100.0000,0.00,0.00,0.00,0.00,77500.00,0.00,False
320,114,01070,1.000,0.000,5000.0000,0.00,0.00,0.00,0.00,5000.00,0.00,False
319,114,01075,1.000,0.000,5500.0000,0.00,0.00,0.00,0.00,5500.00,0.00,False
323,115,01020,595.000,0.000,350.0000,0.00,0.00,0.00,0.00,208250.00,0.00,False
324,115,01184,90.000,0.000,366.6666,0.00,0.00,0.00,0.00,32999.99,0.00,False
334,116,02027,400.000,0.000,20.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False
326,116,02031,60.000,0.000,40.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
329,116,02220,140.000,0.000,40.0000,0.00,0.00,0.00,0.00,5600.00,0.00,False
332,116,02258,300.000,0.000,40.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False
328,116,02265,140.000,0.000,40.0000,0.00,0.00,0.00,0.00,5600.00,0.00,False
327,116,02346,280.000,0.000,40.0000,0.00,0.00,0.00,0.00,11200.00,0.00,False
325,116,02366,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
333,116,02385,400.000,0.000,20.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False
335,116,02405,60.000,0.000,75.0000,0.00,0.00,0.00,0.00,4500.00,0.00,False
330,116,02441,70.000,0.000,40.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
331,116,02442,140.000,0.000,40.0000,0.00,0.00,0.00,0.00,5600.00,0.00,False
336,117,02014,391.000,0.000,440.0000,0.00,0.00,0.00,0.00,172040.00,0.00,False
337,117,02097,660.000,0.000,230.0000,0.00,0.00,0.00,0.00,151800.00,0.00,False
339,118,01038,105.000,0.000,650.0000,0.00,0.00,0.00,0.00,68250.00,0.00,False
338,118,01060,25.000,0.000,950.0000,0.00,0.00,0.00,0.00,23750.00,0.00,False
340,119,01027,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
342,120,02146,22.000,0.000,90.0000,0.00,0.00,0.00,0.00,1980.00,0.00,False
343,120,02266,20.000,0.000,75.0000,0.00,0.00,0.00,0.00,1500.00,0.00,False
341,120,02322,200.000,0.000,40.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False
345,120,02443,90.000,0.000,40.0000,0.00,0.00,0.00,0.00,3600.00,0.00,False
344,121,01047,150.000,0.000,68.0000,0.00,0.00,0.00,0.00,10200.00,0.00,False
346,122,01055,5.000,0.000,1550.0000,0.00,0.00,0.00,0.00,7750.00,0.00,False
347,123,02015,1700.000,0.000,350.0000,0.00,0.00,0.00,0.00,595000.00,0.00,False
348,124,01055,50.000,0.000,1550.0000,0.00,0.00,0.00,0.00,77500.00,0.00,False
352,125,01024,2.000,0.000,5000.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
351,125,01026,2.000,0.000,5500.0000,0.00,0.00,0.00,0.00,11000.00,0.00,False
350,125,01047,250.000,0.000,74.0000,0.00,0.00,0.00,0.00,18500.00,0.00,False
349,125,01184,120.000,0.000,366.6666,0.00,0.00,0.00,0.00,43999.99,0.00,False
353,126,02026,400.000,0.000,18.0000,0.00,0.00,0.00,0.00,7200.00,0.00,False
354,126,02272,60.000,0.000,40.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
355,127,02004,71.000,0.000,235.0000,0.00,0.00,0.00,0.00,16685.00,0.00,False
356,128,02004,60.000,0.000,227.0000,0.00,0.00,0.00,0.00,13620.00,0.00,False
357,129,01016,22000.000,0.000,10.0000,0.00,0.00,0.00,0.00,220000.00,0.00,False
358,130,02014,374.000,0.000,440.0000,0.00,0.00,0.00,0.00,164560.00,0.00,False
359,131,01031,6.000,0.000,5500.0000,0.00,0.00,0.00,0.00,33000.00,0.00,False
360,132,01010,25.000,0.000,2800.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False
361,132,01048,25.000,0.000,1400.0000,0.00,0.00,0.00,0.00,35000.00,0.00,False
362,133,02114,1400.000,0.000,25.0000,0.00,0.00,0.00,0.00,35000.00,0.00,False
363,133,02271,65.000,0.000,40.0000,0.00,0.00,0.00,0.00,2600.00,0.00,False
364,133,02429,17.000,0.000,140.0000,0.00,0.00,0.00,0.00,2380.00,0.00,False
365,134,02002,108.000,0.000,198.0000,0.00,0.00,0.00,0.00,21384.00,0.00,False
366,135,02025,80.000,0.000,40.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
367,136,01003,10000.000,0.000,13.0000,0.00,0.00,0.00,0.00,130000.00,0.00,False
368,137,01035,3.000,0.000,1250.0000,0.00,0.00,0.00,0.00,3750.00,0.00,False
369,138,02314,1500.000,0.000,13.0000,0.00,0.00,0.00,0.00,19500.00,0.00,False
370,139,01015,1000.000,0.000,17.0000,0.00,0.00,0.00,0.00,17000.00,0.00,False
372,140,02412,10.000,0.000,75.0000,0.00,0.00,0.00,0.00,750.00,0.00,False
373,140,02444,80.000,0.000,40.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
371,140,02445,140.000,0.000,40.0000,0.00,0.00,0.00,0.00,5600.00,0.00,False
374,141,02010,500.000,0.000,8.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False
376,142,01196,20.000,0.000,1250.0000,0.00,0.00,0.00,0.00,25000.00,0.00,False
375,142,01197,1.000,0.000,4500.0000,0.00,0.00,0.00,0.00,4500.00,0.00,False
377,142,01207,1.000,0.000,15500.0000,0.00,0.00,0.00,0.00,15500.00,0.00,False
378,143,01043,600.000,0.000,13.7500,0.00,0.00,0.00,0.00,8250.00,0.00,False
379,144,02041,12.000,0.000,140.0000,0.00,0.00,0.00,0.00,1680.00,0.00,False
380,144,02446,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
381,144,02447,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
382,145,01047,250.000,0.000,74.0000,0.00,0.00,0.00,0.00,18500.00,0.00,False
383,146,01002,25.000,0.000,280.0000,0.00,0.00,0.00,0.00,7000.00,0.00,False
384,146,01055,25.000,0.000,1550.0000,0.00,0.00,0.00,0.00,38750.00,0.00,False
385,146,01195,50.000,0.000,850.0000,0.00,0.00,0.00,0.00,42500.00,0.00,False
386,147,02043,240.000,0.000,160.0000,0.00,0.00,0.00,0.00,38400.00,0.00,False
387,148,02118,25.000,0.000,251.0000,0.00,0.00,0.00,0.00,6275.00,0.00,False
388,149,01043,1250.000,0.000,13.7500,0.00,0.00,0.00,0.00,17187.50,0.00,False
389,150,01009,25.000,0.000,2200.0000,0.00,0.00,0.00,0.00,55000.00,0.00,False
390,150,01013,25.000,0.000,210.0000,0.00,0.00,0.00,0.00,5250.00,0.00,False
395,151,02421,35.000,0.000,40.0000,0.00,0.00,0.00,0.00,1400.00,0.00,False
391,151,02425,35.000,0.000,40.0000,0.00,0.00,0.00,0.00,1400.00,0.00,False
394,152,02004,85.000,0.000,235.0000,0.00,0.00,0.00,0.00,19975.00,0.00,False
393,152,02006,50.000,0.000,213.0000,0.00,0.00,0.00,0.00,10650.00,0.00,False
397,153,02448,30.000,0.000,100.0000,0.00,0.00,0.00,0.00,3000.00,0.00,False
398,154,02097,60.000,0.000,230.0000,0.00,0.00,0.00,0.00,13800.00,0.00,False
399,155,02010,600.000,0.000,8.0000,0.00,0.00,0.00,0.00,4800.00,0.00,False
400,156,01044,25.000,0.000,128.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
401,157,02097,540.000,0.000,230.0000,0.00,0.00,0.00,0.00,124200.00,0.00,False
402,158,02010,500.000,0.000,8.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False
403,159,01038,25.000,0.000,650.0000,0.00,0.00,0.00,0.00,16250.00,0.00,False
404,160,01073,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
408,161,02092,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
407,161,02141,32.000,0.000,40.0000,0.00,0.00,0.00,0.00,1280.00,0.00,False
405,161,02166,64.000,0.000,40.0000,0.00,0.00,0.00,0.00,2560.00,0.00,False
409,161,02272,20.000,0.000,40.0000,0.00,0.00,0.00,0.00,800.00,0.00,False
406,161,02305,56.000,0.000,40.0000,0.00,0.00,0.00,0.00,2240.00,0.00,False
411,162,01041,25.000,0.000,560.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False
410,162,01058,20.000,0.000,1450.0000,0.00,0.00,0.00,0.00,29000.00,0.00,False
412,163,01047,50.000,0.000,68.0000,0.00,0.00,0.00,0.00,3400.00,0.00,False
413,164,01050,25.000,0.000,3100.0000,0.00,0.00,0.00,0.00,77500.00,0.00,False
414,165,01047,50.000,0.000,70.0000,0.00,0.00,0.00,0.00,3500.00,0.00,False
415,166,02329,25.000,0.000,120.0000,0.00,0.00,0.00,0.00,3000.00,0.00,False
420,166,02330,160.000,0.000,40.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
417,166,02334,60.000,0.000,40.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
419,166,02337,40.000,0.000,40.0000,0.00,0.00,0.00,0.00,1600.00,0.00,False
421,166,02341,1035.000,0.000,33.0000,0.00,0.00,0.00,0.00,34155.00,0.00,False
418,166,02342,60.000,0.000,40.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
416,166,02345,24.000,0.000,90.0000,0.00,0.00,0.00,0.00,2160.00,0.00,False
422,167,02014,116.000,0.000,440.0000,0.00,0.00,0.00,0.00,51040.00,0.00,False
423,168,02004,300.000,0.000,235.0000,0.00,0.00,0.00,0.00,70500.00,0.00,False
424,169,01047,600.000,0.000,72.0000,0.00,0.00,0.00,0.00,43200.00,0.00,False
425,170,01019,6.000,0.000,5000.0000,0.00,0.00,0.00,0.00,30000.00,0.00,False
426,170,01075,5.000,0.000,5000.0000,0.00,0.00,0.00,0.00,25000.00,0.00,False
427,170,02448,20.000,0.000,190.0000,0.00,0.00,0.00,0.00,3800.00,0.00,False
428,171,01031,25.000,0.000,6500.0000,0.00,0.00,0.00,0.00,162500.00,0.00,False
430,171,01045,275.000,0.000,350.0000,0.00,0.00,0.00,0.00,96250.00,0.00,False
431,171,01055,15.000,0.000,1550.0000,0.00,0.00,0.00,0.00,23250.00,0.00,False
429,171,01189,50.000,0.000,650.0000,0.00,0.00,0.00,0.00,32500.00,0.00,False
432,172,02140,50.000,0.000,1100.0000,0.00,0.00,0.00,0.00,55000.00,0.00,False
433,173,01201,60.000,0.000,750.0000,0.00,0.00,0.00,0.00,45000.00,0.00,False
434,174,01044,25.000,0.000,128.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
435,174,01184,30.000,0.000,367.0000,0.00,0.00,0.00,0.00,11010.00,0.00,False
436,175,01114,2000.000,0.000,17.0000,0.00,0.00,0.00,0.00,34000.00,0.00,False
530,176,02210,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
440,176,02216,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
441,176,02268,20.000,0.000,90.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
438,176,02348,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
437,176,02350,60.000,0.000,40.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
442,176,02351,20.000,0.000,140.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
444,177,01044,50.000,0.000,128.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
443,177,01047,350.000,0.000,72.0000,0.00,0.00,0.00,0.00,25200.00,0.00,False
450,178,02129,6.000,0.000,75.0000,0.00,0.00,0.00,0.00,450.00,0.00,False
448,178,02200,120.000,0.000,40.0000,0.00,0.00,0.00,0.00,4800.00,0.00,False
446,178,02220,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
531,178,02234,20.000,0.000,140.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
452,178,02274,508.000,0.000,100.0000,0.00,0.00,0.00,0.00,50800.00,0.00,False
447,178,02349,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
451,178,02351,25.000,0.000,140.0000,0.00,0.00,0.00,0.00,3500.00,0.00,False
449,178,02374,320.000,0.000,40.0000,0.00,0.00,0.00,0.00,12800.00,0.00,False
445,178,02395,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
455,180,02351,25.000,0.000,140.0000,0.00,0.00,0.00,0.00,3500.00,0.00,False
456,180,02385,1240.000,0.000,18.0000,0.00,0.00,0.00,0.00,22320.00,0.00,False
457,181,01038,70.000,0.000,650.0000,0.00,0.00,0.00,0.00,45500.00,0.00,False
458,182,02140,20.000,0.000,1100.0000,0.00,0.00,0.00,0.00,22000.00,0.00,False
459,183,02014,170.000,0.000,440.0000,0.00,0.00,0.00,0.00,74800.00,0.00,False
460,184,01009,50.000,0.000,2200.0000,0.00,0.00,0.00,0.00,110000.00,0.00,False
463,184,01013,25.000,0.000,220.0000,0.00,0.00,0.00,0.00,5500.00,0.00,False
461,184,01021,30.000,0.000,340.0000,0.00,0.00,0.00,0.00,10200.00,0.00,False
464,184,01060,25.000,0.000,950.0000,0.00,0.00,0.00,0.00,23750.00,0.00,False
462,184,01115,25.000,0.000,650.0000,0.00,0.00,0.00,0.00,16250.00,0.00,False
466,185,01020,70.000,0.000,312.0000,0.00,0.00,0.00,0.00,21840.00,0.00,False
465,185,01042,50.000,0.000,167.0000,0.00,0.00,0.00,0.00,8350.00,0.00,False
467,186,02443,80.000,0.000,80.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
469,187,02449,22.000,0.000,180.0000,0.00,0.00,0.00,0.00,3960.00,0.00,False
534,187,02457,20.000,0.000,80.0000,0.00,0.00,0.00,0.00,1600.00,0.00,False
470,188,01043,1600.000,0.000,13.7500,0.00,0.00,0.00,0.00,22000.00,0.00,False
472,189,01003,10000.000,0.000,13.0000,0.00,0.00,0.00,0.00,130000.00,0.00,False
471,189,01186,30.000,0.000,70.0000,0.00,0.00,0.00,0.00,2100.00,0.00,False
473,190,02097,240.000,0.000,230.0000,0.00,0.00,0.00,0.00,55200.00,0.00,False
475,191,02031,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
474,191,02034,506.000,0.000,100.0000,0.00,0.00,0.00,0.00,50600.00,0.00,False
535,191,02148,12.000,0.000,140.0000,0.00,0.00,0.00,0.00,1680.00,0.00,False
482,191,02201,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
485,191,02234,6.000,0.000,140.0000,0.00,0.00,0.00,0.00,840.00,0.00,False
477,191,02237,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
476,191,02271,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
480,191,02272,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
484,191,02288,30.000,0.000,140.0000,0.00,0.00,0.00,0.00,4200.00,0.00,False
479,191,02291,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
478,191,02297,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
483,191,02357,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
481,191,02395,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
489,192,01047,50.000,0.000,72.0000,0.00,0.00,0.00,0.00,3600.00,0.00,False
487,192,02010,2000.000,0.000,8.0000,0.00,0.00,0.00,0.00,16000.00,0.00,False
488,192,02314,2000.000,0.000,13.0000,0.00,0.00,0.00,0.00,26000.00,0.00,False
491,193,02009,600.000,0.000,20.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False
490,193,02014,340.000,0.000,440.0000,0.00,0.00,0.00,0.00,149600.00,0.00,False
492,194,02004,156.000,0.000,235.0000,0.00,0.00,0.00,0.00,36660.00,0.00,False
493,195,01015,10000.000,0.000,17.0000,0.00,0.00,0.00,0.00,170000.00,0.00,False
494,196,02014,204.000,0.000,440.0000,0.00,0.00,0.00,0.00,89760.00,0.00,False
495,196,02097,300.000,0.000,230.0000,0.00,0.00,0.00,0.00,69000.00,0.00,False
496,197,01015,2500.000,0.000,17.0000,0.00,0.00,0.00,0.00,42500.00,0.00,False
498,198,02067,16.000,0.000,40.0000,0.00,0.00,0.00,0.00,640.00,0.00,False
497,198,02265,32.000,0.000,40.0000,0.00,0.00,0.00,0.00,1280.00,0.00,False
502,198,02346,60.000,0.000,40.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
505,198,02423,20.000,0.000,40.0000,0.00,0.00,0.00,0.00,800.00,0.00,False
504,198,02427,20.000,0.000,40.0000,0.00,0.00,0.00,0.00,800.00,0.00,False
503,198,02428,10.000,0.000,40.0000,0.00,0.00,0.00,0.00,400.00,0.00,False
499,198,02431,32.000,0.000,40.0000,0.00,0.00,0.00,0.00,1280.00,0.00,False
506,198,02439,20.000,0.000,40.0000,0.00,0.00,0.00,0.00,800.00,0.00,False
500,198,02440,20.000,0.000,140.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
539,198,02458,20.000,0.000,140.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
507,199,02006,48.000,0.000,213.0000,0.00,0.00,0.00,0.00,10224.00,0.00,False
508,200,01114,2500.000,0.000,17.0000,0.00,0.00,0.00,0.00,42500.00,0.00,False
509,201,01193,2.000,0.000,1150.0000,0.00,0.00,0.00,0.00,2300.00,0.00,False
510,202,01114,2500.000,0.000,17.0000,0.00,0.00,0.00,0.00,42500.00,0.00,False
511,203,02014,170.000,0.000,440.0000,0.00,0.00,0.00,0.00,74800.00,0.00,False
512,204,02097,120.000,0.000,230.0000,0.00,0.00,0.00,0.00,27600.00,0.00,False
513,205,02010,1000.000,0.000,8.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False
514,206,02163,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
515,207,02237,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
516,208,02297,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
517,209,02214,20.000,0.000,140.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
518,210,02146,20.000,0.000,90.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
519,211,02125,2075.000,0.000,33.0000,0.00,0.00,0.00,0.00,68475.00,0.00,False
520,212,01038,35.000,0.000,650.0000,0.00,0.00,0.00,0.00,22750.00,0.00,False
521,213,01184,60.000,0.000,367.0000,0.00,0.00,0.00,0.00,22020.00,0.00,False
522,214,01027,50.000,0.000,400.0000,0.00,0.00,0.00,0.00,20000.00,0.00,False
523,215,01009,50.000,0.000,2200.0000,0.00,0.00,0.00,0.00,110000.00,0.00,False
524,216,01186,30.000,0.000,70.0000,0.00,0.00,0.00,0.00,2100.00,0.00,False
540,217,02459,70.000,0.000,40.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
526,218,02452,70.000,0.000,40.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
527,219,02453,70.000,0.000,40.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
528,220,02454,50.000,0.000,80.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False
529,221,02455,50.000,0.000,80.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False
532,222,01055,25.000,0.000,1550.0000,0.00,0.00,0.00,0.00,38750.00,0.00,False
533,222,01208,0.100,0.000,55000.0000,0.00,0.00,0.00,0.00,5500.00,0.00,False
536,223,01002,50.000,0.000,280.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False
538,223,01034,50.000,0.000,560.0000,0.00,0.00,0.00,0.00,28000.00,0.00,False
537,223,01073,25.000,0.000,370.0000,0.00,0.00,0.00,0.00,9250.00,0.00,False
541,224,02014,204.000,0.000,440.0000,0.00,0.00,0.00,0.00,89760.00,0.00,False
542,225,02004,39.000,0.000,227.0000,0.00,0.00,0.00,0.00,8853.00,0.00,False
543,226,01044,50.000,0.000,128.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
544,227,02015,150.000,0.000,350.0000,0.00,0.00,0.00,0.00,52500.00,0.00,False
545,228,02126,40.000,0.000,140.0000,0.00,0.00,0.00,0.00,5600.00,0.00,False
546,229,01044,25.000,0.000,128.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
549,230,02031,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
547,230,02091,64.000,0.000,40.0000,0.00,0.00,0.00,0.00,2560.00,0.00,False
548,230,02293,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
550,230,02457,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
552,230,02460,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
551,231,01020,140.000,0.000,312.0000,0.00,0.00,0.00,0.00,43680.00,0.00,False
553,232,02014,255.000,0.000,440.0000,0.00,0.00,0.00,0.00,112200.00,0.00,False
554,233,02146,40.000,0.000,90.0000,0.00,0.00,0.00,0.00,3600.00,0.00,False
555,233,02151,1008.000,0.000,33.0000,0.00,0.00,0.00,0.00,33264.00,0.00,False
558,233,02461,150.000,0.000,40.0000,0.00,0.00,0.00,0.00,6000.00,0.00,False
556,234,02014,300.000,0.000,440.0000,0.00,0.00,0.00,0.00,132000.00,0.00,False
557,235,02128,300.000,0.000,1070.0000,0.00,0.00,0.00,0.00,321000.00,0.00,False
559,236,01044,100.000,0.000,128.0000,0.00,0.00,0.00,0.00,12800.00,0.00,False
560,237,02311,200.000,0.000,2050.0000,0.00,0.00,0.00,0.00,410000.00,0.00,False
561,238,01015,10000.000,0.000,17.0000,0.00,0.00,0.00,0.00,170000.00,0.00,False
562,239,02004,195.000,0.000,235.0000,0.00,0.00,0.00,0.00,45825.00,0.00,False
563,239,02006,104.000,0.000,100.0000,0.00,0.00,0.00,0.00,10400.00,0.00,False
564,240,01041,25.000,0.000,560.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False
565,240,01058,25.000,0.000,1400.0000,0.00,0.00,0.00,0.00,35000.00,0.00,False
566,240,01209,2.000,0.000,3500.0000,0.00,0.00,0.00,0.00,7000.00,0.00,False
567,241,02059,103.000,0.000,176.0000,0.00,0.00,0.00,0.00,18128.00,0.00,False
568,242,02097,360.000,0.000,230.0000,0.00,0.00,0.00,0.00,82800.00,0.00,False
569,243,02323,32.000,0.000,40.0000,0.00,0.00,0.00,0.00,1280.00,0.00,False
570,244,01003,1000.000,0.000,14.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False
571,245,01042,50.000,0.000,165.0000,0.00,0.00,0.00,0.00,8250.00,0.00,False
572,245,01044,25.000,0.000,128.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
573,246,02010,4700.000,0.000,7.8000,0.00,0.00,0.00,0.00,36660.00,0.00,False
577,247,01004,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
581,247,01010,25.000,0.000,2800.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False
575,247,01021,30.000,0.000,340.0000,0.00,0.00,0.00,0.00,10200.00,0.00,False
576,247,01028,30.000,0.000,1650.0000,0.00,0.00,0.00,0.00,49500.00,0.00,False
574,247,01038,35.000,0.000,650.0000,0.00,0.00,0.00,0.00,22750.00,0.00,False
578,247,01055,25.000,0.000,1550.0000,0.00,0.00,0.00,0.00,38750.00,0.00,False
580,247,01057,5.000,0.000,12500.0000,0.00,0.00,0.00,0.00,62500.00,0.00,False
579,247,01072,10.000,0.000,9000.0000,0.00,0.00,0.00,0.00,90000.00,0.00,False
582,247,01074,2.000,0.000,4000.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False
583,248,02002,20.000,0.000,208.0000,0.00,0.00,0.00,0.00,4160.00,0.00,False
590,249,02443,80.000,0.000,80.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
584,249,02462,30.000,0.000,60.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
585,249,02463,30.000,0.000,60.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
586,249,02464,30.000,0.000,60.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
587,249,02465,30.000,0.000,60.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
588,249,02466,30.000,0.000,60.0000,0.00,0.00,0.00,0.00,1800.00,0.00,False
589,249,02467,32.000,0.000,40.0000,0.00,0.00,0.00,0.00,1280.00,0.00,False
591,250,01047,50.000,0.000,66.0000,0.00,0.00,0.00,0.00,3300.00,0.00,False
593,250,01184,25.000,0.000,367.0000,0.00,0.00,0.00,0.00,9175.00,0.00,False
592,250,01193,5.000,0.000,710.0000,0.00,0.00,0.00,0.00,3550.00,0.00,False
594,251,01002,25.000,0.000,280.0000,0.00,0.00,0.00,0.00,7000.00,0.00,False
595,251,01027,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
597,252,02146,25.000,0.000,75.0000,0.00,0.00,0.00,0.00,1875.00,0.00,False
596,252,02200,64.000,0.000,40.0000,0.00,0.00,0.00,0.00,2560.00,0.00,False
598,253,02010,1300.000,0.000,7.8000,0.00,0.00,0.00,0.00,10140.00,0.00,False
